jop_title,company_name,company_location,jop_exp,jop_num_exp,jop_skills
Senior Cybersecurity Engineer - SOC,Help AG,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' Engineering ', ' Information Technology (IT) ', ' Computer Science ', ' Software Engineering ', ' Software Development ', ' Computer Engineering ', ' Mechanical Engineering']"
Performance Manager,topEngineer,"Dubai, United Arab Emirates",Not specified,None,"[' Hospitality/Hotels/Food Services ', ' Human Resources ', ' Operations/Management ', ' Performance Management ', ' Human Resources (HR) ', ' Recruitment ', ' Management ', ' Training ', ' Microsoft Office ', ' Personnel']"
SAP HCM Support Consultant,LABS,"Nasr City, Cairo, Egypt",Experienced,4 - 6 Yrs of Exp,"[' IT/Software Development ', ' English ', ' Management ', ' SAP ', ' SAP Program ', ' SAP HCM ', ' SAP Human Capital Management ', ' Support Services ', ' Application Support ', ' SuccessFactors']"
Database Administrator,Abacus Technology,"Qatif, Saudi Arabia",Not specified,None,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' SQL ', ' Oracle ', ' Database Administration ', ' Database ', ' Linux']"
SOC Analyst Level 2,Itsecurityct,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' computer science ', ' analysis ', ' engineering ', ' analyst ', ' siem ', ' management']"
Principal Engineer - Cathodic Protection,Petrofac,"Dubai, United Arab Emirates",Not specified,None,"[' Customer Service/Support ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Engineering ', ' Telecommunication ', ' Software Engineering ', ' Software Development ', ' Mechatronics']"
Test Specialist:Middleware,IBM WTC Egypt,"Cairo, Egypt",Not specified,None,"[' Administration ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Testing ', ' Marketing ', ' Customer Service ', ' Education ', ' Microsoft Excel']"
Account Manager-Facilities Management Soft Services,Transguard group,"Dubai, United Arab Emirates",Not specified,None,"[' Customer Service/Support ', ' IT/Software Development ', ' Sales/Retail ', ' Customer Service ', ' Sales ', ' Sales Skills ', ' Customer Care ', ' Customer Support ', ' Information Technology (IT) ', ' Sales Target']"
Product Specialist ( Nasr City - New Cairo),PRT Scientific Office,"New Cairo, Cairo, Egypt",Experienced,0 - 5 Yrs of Exp,"[' Medical/Healthcare ', ' Sales/Retail ', ' Pharmaceutical ', ' Pharmacy ', ' Veterinary ', ' Medicine ', ' Sales ', ' Customer Service ', ' Pharmaceutical ', ' Cosmetics']"
Principal Engineer - Metallurgy & Corrosion,Petrofac,"Dubai, United Arab Emirates",Not specified,None,"[' Customer Service/Support ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Engineering ', ' Telecommunication ', ' Software Engineering ', ' Software Development ', ' Mechatronics']"
Project Coordinator,Giza Arabia Systems,"Cairo, Egypt",Not specified,None,"[' Administration ', ' IT/Software Development ', ' Project/Program Management ', ' Project Management ', ' Administration ', ' Microsoft Office ', ' Project Coordination ', ' Information Technology (IT) ', ' Engineering ', ' Localization']"
Mobilization Officer,Tazweed,"Abu Dhabi, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Project/Program Management ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' microsoft office ', ' computer science ', ' engineering ', ' administration ', ' management ', ' office management']"
Full Stack Developer Team Lead,3S Software,"Nasr City, Cairo, Egypt",Experienced,5 - 8 Yrs of Exp,"[' IT/Software Development ', ' Operations/Management ', ' Engineering - Telecom/Technology ', ' Angular ', ' Agile ', ' .Net ', ' ASP.Net ', ' Computer Science ', ' Engineering ', ' HTML']"
Microsoft Dynamics Senior Technical,Professional Recruitment,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Sales/Retail ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' SQL ', ' Software Development ', ' .NET ', ' Dynamics AX ', ' SSRS']"
"Sr Analyst II, Management Information Job",Tasnee,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' computer science ', ' software development ', ' engineering ', ' analysis ', ' finance ', ' accounting']"
Senior Software Engineer – RPA,flydubai,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Quality ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Software Engineering ', ' Software Development ', ' Engineering ', ' Software Testing ', ' Quality Control']"
Lead Technical HSE Engineer,John Wood Group PLC,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' engineering ', ' information technology (it) ', ' computer science ', ' software development ', ' software ', ' management ', ' design']"
Support Services Analyst II,Yanbu Aramco Sinopec Refining Company (YASREF),"Yanbu, Saudi Arabia",Experienced,5+ Yrs of Exp,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' computer science ', ' sql ', ' software development ', ' engineering ', ' analysis ', ' english']"
HR Consultant,Professional Recruitment,"Riyadh, Saudi Arabia",Experienced,Human Resources,"[' IT/Software Development ', ' Strategy/Consulting ', ' Human Resources (HR) ', ' Consulting ', ' Information Technology (IT) ', ' Microsoft Office ', ' Business ', ' Computer Science ', ' ERP']"
Senior NET Developer,SSC Egypt,"Cairo, Egypt",Experienced,3 - 6 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Agile ', ' .Net ', ' Computer Science ', ' Software Development ', ' SQL']"
Solution Architect,eT3,"New Cairo, Cairo, Egypt",Experienced,10 - 12 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' enterprise relational database ', ' DWH ', ' Data Engineering ', ' Data Modeling ', ' Informatica PowerCenter ', ' SAS DI ', ' microstrategy ', ' SAP BusinessObjects']"
QA- Operational Quality Officer,Logistica,"6th of October, Giza, Egypt",Experienced,1 - 2 Yrs of Exp,"[' males_only ', ' Quality ', ' Quality Control ', ' QMS ', ' GMP ', ' English ', ' Quality Assurance ', ' quality ', ' Science']"
Technical Support Engineer,Wicresoft,"Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' CCNA ', ' Computer Science ', ' DNS ', ' Engineering ', ' Information Technology (IT) ', ' Management ', ' MCSE']"
Senior Software Developer (C#),Confidential,"Cairo, Egypt",Experienced,6 - 10 Yrs of Exp,"[' IT/Software Development ', ' Quality ', ' Engineering - Telecom/Technology ', ' Software Engineering ', ' Software Development ', ' Information Technology (IT) ', ' SQL ', ' Engineering ', ' Computer Science ', ' ASP.Net']"
Senior Instrument and Control Designer,John Wood Group PLC,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Quality ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' computer science ', ' software development ', ' engineering ', ' testing ', ' design ', ' quality']"
Test Specialist,IBM WTC Egypt,"Cairo, Egypt",Not specified,None,"[' Administration ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Testing ', ' Marketing ', ' Customer Service ', ' Education ', ' Microsoft Excel']"
KSA Lab Manager,EssilorLuxottica SA,"Riyadh, Saudi Arabia",Not specified,None,"[' Operations/Management ', ' Medical/Healthcare ', ' Sales/Retail ', ' Sales ', ' Sales Skills ', ' Management ', ' Medical ', ' Indoor Sales ', ' Medicine ', ' Operations']"
Software Product Owner,Softec Technologies,"Cairo, Egypt",Experienced,6+ Yrs of Exp,"[' IT/Software Development ', ' Project/Program Management ', ' Engineering - Telecom/Technology ', ' Agile ', ' Product ', ' Software ', ' Software Development ', ' Computer Science ', ' Information Technology (IT) ', ' Project Management']"
Business Analyst - Supply Chain Business Control,Heineken,"Cairo, Egypt",Not specified,None,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' Business Analysis ', ' Information Technology (IT) ', ' Computer Science ', ' Analysis ', ' Software Development ', ' Software ', ' Computer Engineering']"
Senior Machine Learning and NLP Engineer,Antal International,"Cairo, Egypt",Not specified,None,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' Python ', ' Computer Science ', ' Information Technology (IT) ', ' Machine Learning ', ' Software Engineering ', ' C++ ', ' Mathematics']"
"Vendor Consultant - Italian, AVS-NOP",Amazon MENA,"Cairo, Egypt",Not specified,None,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' engineering ', ' information technology (it) ', ' computer science ', ' sales ', ' management ', ' operations ', ' planning']"
QA Compliance Senior Specialist,Al Andalous Pharmaceutical Industries,"6th of October, Giza, Egypt",Experienced,3 - 5 Yrs of Exp,"[' Quality ', ' Pharmaceutical ', ' Pharmaceutical ', ' QA ', ' Quality Assurance ', ' Science ', ' Pharmacy ', ' Compliance ', ' quality']"
Group Senior Manager - Tax (UAE CIT) United Arab Emirates Posted on 10/16/2023 Trending,Cargoes,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Project/Program Management ', ' Sales/Retail ', ' Sales ', ' Sales Skills ', ' Customer Service ', ' Project Management ', ' Marketing ', ' Information Technology (IT) ', ' Customer Support']"
Watermaster- Senior Document Controller,UrbaCon Contracting & Trading Company,"Riyadh, Saudi Arabia",Not specified,None,"[' Administration ', ' Engineering - Construction/Civil/Architecture ', ' Engineering - Telecom/Technology ', ' Document Control ', ' Administration ', ' Microsoft Office ', ' Construction ', ' Engineering ', ' Information Technology (IT) ', ' Libraries']"
Senior Product Manager - CRM & Ecommerce,Persistence Recruitment,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Marketing/PR/Advertising ', ' Sales/Retail ', ' Sales ', ' Marketing ', ' Information Technology (IT) ', ' Sales Skills ', ' Project Management ', ' Product Management ', ' Computer Science']"
Testing & Commissioning Manager (Systems MEP) - THE LINE,Jasara Program Management Company,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Quality ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Testing ', ' Software Testing ', ' Software Development ', ' Software Engineering ', ' Quality Control']"
Lead Customer Engagement,OA,"Dubai, United Arab Emirates",Not specified,None,"[' Business Development ', ' Customer Service/Support ', ' Sales/Retail ', ' Customer Care ', ' Customer Support ', ' Customer Service ', ' Sales ', ' Sales Skills ', ' Business Development ', ' CRM']"
Data Modeler,Capleo Globle,"Cairo, Egypt",Experienced,3 - 10 Yrs of Exp,"[' IT/Software Development ', ' ETL ', ' Data Modeling']"
HCM Consultant,Perfect Presentation,"6th of October, Giza, Egypt",Experienced,8 - 10 Yrs of Exp,"[' IT/Software Development ', ' EBS ', ' ERP ', ' Finance ', ' HCM ', ' Oracle ', ' PL/SQL ', ' SQL ', ' Computer Science ', ' Information Technology (IT)']"
Database Administrator,Perfect Presentation,"6th of October, Giza, Egypt",Experienced,8 - 9 Yrs of Exp,"[' IT/Software Development ', ' Database ', ' database administration ', ' DBA ', ' Oracle ', ' Software ', ' Computer Science']"
CRM Developer,Professional Recruitment,"Riyadh, Saudi Arabia",Not specified,None,"[' Business Development ', ' IT/Software Development ', ' Sales/Retail ', ' CRM ', ' Business Development ', ' Sales ', ' Sales Skills ', ' Information Technology (IT) ', ' Sales Target ', ' Computer Science']"
Technical Lead (Full-Stack\.Net Core & Angluar),Link Datacenter,"Maadi, Cairo, Egypt",Experienced,4 - 7 Yrs of Exp,"[' IT/Software Development ', ' Operations/Management ', ' Engineering - Telecom/Technology ', ' Angular ', ' Information Technology (IT) ', ' Software Development ', ' Computer Science ', ' Design ', ' Docker ', ' Engineering']"
IT Administrator,Infotech,"Nasr City, Cairo, Egypt",Experienced,2+ Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Information Technology (IT) ', ' IT ', ' Networks ', ' System Administration ', ' Computer Science ', ' English ', ' Linux ', ' Ubuntu']"
Front Office Developer / Junior Desk Quant,Parker Connect,"Dubai, United Arab Emirates",Not specified,None,"[' Administration ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' administration ', ' office management ', ' secretary ', ' microsoft office ', ' computer science ', ' software development ', ' communication skills']"
Solution Engineer - Test & Learn Analytics,OA,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Sales/Retail ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Engineering ', ' Software Engineering ', ' Computer Engineering ', ' Software Development ', ' Sales']"
IT Manager,Confidential,"Mohandessin, Giza, Egypt",Experienced,10 - 15 Yrs of Exp,"[' IT/Software Development ', ' Project/Program Management ', ' Computer Science ', ' Computer Engineering ', ' Information Technology (IT) ', ' IT ', ' Software ', ' Computer Hardware']"
Junior Computer Vision Engineer,Noases,"Cairo, Egypt",Experienced,0 - 2 Yrs of Exp,"[' IT/Software Development ', ' Engineering ', ' Computer Science ', ' Information Technology (IT) ', ' Software Development ', ' Programming ', ' Design ', ' Software Engineering ', ' Machine Learning']"
"Product Line Manager - Drill Bits EHO (O&G, Sales, Marketing): Dubai Dubai, United Arab Emirates","National Oilwell Varco, Inc.","Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Marketing/PR/Advertising ', ' Sales/Retail ', ' Product Management ', ' Marketing ', ' Sales ', ' Information Technology (IT) ', ' Sales Skills ', ' Pharmacy ', ' Computer Science']"
Business Development Manager - Nexis Solutions - Dubai,Lexisnexis,"Dubai, United Arab Emirates",Not specified,None,"[' Business Development ', ' Marketing/PR/Advertising ', ' Sales/Retail ', ' Business Development ', ' Sales ', ' Sales Skills ', ' Sales Target ', ' Marketing ', ' Customer Service ', ' Customer Support']"
Business Development Manager - Beauty and Medical Technology Division,HTRUST,"Dubai, United Arab Emirates",Not specified,None,"[' Business Development ', ' Marketing/PR/Advertising ', ' Sales/Retail ', ' Business Development ', ' Sales ', ' Sales Skills ', ' Sales Target ', ' Marketing ', ' Customer Service ', ' Customer Support']"
PMC Senior Technical Safety Engineer,John Wood Group PLC,"Dubai, United Arab Emirates",Not specified,None,"[' Engineering - Construction/Civil/Architecture ', ' IT/Software Development ', ' Engineering - Mechanical/Electrical ', ' Engineering ', ' Technical Office ', ' AutoCAD ', ' Civil Engineering ', ' Architecture ', ' Electrical Engineering ', ' Microsoft Office']"
Agri-Tech Chief Engineer/Engineering Director,ManpowerGroup Middle East,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' computer science ', ' information technology (it) ', ' computer engineering ', ' electrical engineering ', ' engineering ', ' project management ', ' management']"
Electrical Support Engineer (Technical) - Rabigh,NOMAC,"Rabigh, Saudi Arabia",Experienced,10+ Yrs of Exp,"[' Installation/Maintenance/Repair ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' Electrical Engineering ', ' Engineering ', ' Information Technology (IT) ', ' Computer Science ', ' Technical Support ', ' Customer Support ', ' Customer Service']"
Senior Engineer - Electrical,AECOM,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' Engineering ', ' Information Technology (IT) ', ' Computer Science ', ' Software Engineering ', ' Software Development ', ' Computer Engineering ', ' Mechanical Engineering']"
Group Senior Manager - Tax (UAE CIT),DP World,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Project/Program Management ', ' Sales/Retail ', ' Sales ', ' Sales Skills ', ' Customer Service ', ' Project Management ', ' Marketing ', ' Information Technology (IT) ', ' Customer Support']"
Operator CCC | Facilities Management | AFRE,Al Futtaim Group,"Dubai, United Arab Emirates",Not specified,None,"[' Customer Service/Support ', ' Operations/Management ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' operations ', ' computer science ', ' project management ', ' construction ', ' installation ', ' management']"
Business Development Manager - Nexis Solutions - Dubai,RELX Group plc,"Dubai, United Arab Emirates",Not specified,None,"[' Business Development ', ' Marketing/PR/Advertising ', ' Sales/Retail ', ' Business Development ', ' Sales ', ' Sales Skills ', ' Sales Target ', ' Marketing ', ' Customer Service ', ' Customer Support']"
Quality Control Specialist ( IPC ),Easy Group For Health and Beauty Care,"Alexandria, Egypt",Experienced,1 - 2 Yrs of Exp,"[' R&D/Science ', ' Quality ', ' Engineering - Other ', ' quality ', ' Quality Control ', ' Analysis ', ' Data ', ' IPC']"
Information Technology Analyst,Raytheon,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Business Analysis ', ' Analyst ', ' Analysis ', ' Software Development ', ' Software Engineering']"
"Security Compliance Specialist, CSS Compliance VAR",Amazon Middle East and North Africa FZ,"Dubai, United Arab Emirates",Not specified,None,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' computer science ', ' html5 ', ' software development ', ' engineering ', ' software ', ' aws']"
Information Management & Performance Reporting Officer NOA,World Food Program,"Cairo, Egypt",Not specified,None,"[' IT/Software Development ', ' Project/Program Management ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Project Management ', ' Engineering ', ' Software Development ', ' Computer Engineering ', ' Management']"
Database Administrator,ITS,"Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' computer ', ' Computer Science ', ' Engineering ', ' Information Technology (IT) ', ' Oracle ', ' Science ', ' Skills ', ' Sybase']"
Senior Manager – VCA Accelerator/ VCA Strategic Initiatives,Currencycloud,"Cairo, Egypt",Not specified,None,"[' Business Development ', ' Marketing/PR/Advertising ', ' Sales/Retail ', ' sales ', ' business development ', ' marketing ', ' finance ', ' commercial ', ' management ', ' business']"
Business Analyst,Confidential,"Nasr City, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' Business Analysis ', ' Analysis ', ' Cash Collection ', ' Information Technology (IT) ', ' Science ', ' Software ', ' UX']"
Treaty & Operations Analyst,"Reinsurance Group Of America, Incorporated","Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' computer science ', ' analysis ', ' finance ', ' accounting ', ' financial analysis ', ' microsoft excel']"
Product Specialist - Immunology,Johnson & Johnson,"Abu Dhabi, United Arab Emirates",Not specified,None,"[' Medical/Healthcare ', ' Sales/Retail ', ' Pharmaceutical ', ' Sales ', ' Sales Skills ', ' Pharmacy ', ' Medical ', ' Science ', ' Sales Target ', ' Pharmaceutical']"
Sales Specialist – Nutanix Unified Storage (NUS) - Emerging Markets,Nutanix,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Sales/Retail ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' sales ', ' computer science ', ' sales skills ', ' engineering ', ' software ', ' pre sales']"
G&A Cost Controller,Power International Holding,"Doha, Qatar",Experienced,Installation/Maintenance/Repair,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Engineering ', ' Software Development ', ' 3G ', ' Computer Engineering ', ' GSM']"
Information Technology Specialist,GLOBAL AUTO,"Sheraton, Cairo, Egypt",Experienced,1 - 4 Yrs of Exp,"[' IT/Software Development ', ' Information Technology (IT) ', ' Hardware ', ' Installation ', ' Computer Science ', ' computer ', ' Technical Support ', ' system ', ' Software']"
Senior Presales Consultant - RS,Giza Arabia Systems,"Cairo, Egypt",Not specified,None,"[' IT/Software Development ', ' Sales/Retail ', ' Engineering - Telecom/Technology ', ' Sales ', ' Sales Skills ', ' Real Estate ', ' Sales Target ', ' Information Technology (IT) ', ' Computer Science ', ' Customer Service']"
SENIOR PETROLEUM ENGINEER,Applus+,"Doha, Qatar",Not specified,None,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' Engineering ', ' Information Technology (IT) ', ' Computer Science ', ' Software Engineering ', ' Software Development ', ' Computer Engineering ', ' Mechanical Engineering']"
"Senior Engineer, Reservoir Simulation",ADNOC (Abu Dhabi National Oil Company),"Abu Dhabi, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' computer science ', ' information technology (it) ', ' engineering ', ' computer engineering ', ' testing ', ' management ', ' design']"
Senior Logistics Manager,UrbaCon Contracting & Trading Company,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Logistics/Supply Chain ', ' Sales/Retail ', ' Sales ', ' Sales Skills ', ' Logistics ', ' Customer Service ', ' Supply Chain ', ' Project Management ', ' Microsoft Office']"
Pharmacist,Fursaty Careers/Learn to B HR Consultancy,"Ajman, United Arab Emirates",Not specified,None,"[' 2+ Yrs of Exp ', ' Medical/Healthcare ', ' Sales/Retail ', ' Pharmaceutical ', ' Pharmacy ', ' Pharmaceutical ', ' Medical ', ' Sales ', ' Pharmacist ', ' Science ', ' Customer Service']"
Quality & Operations Executive (KSA-Riyadh),Justmop,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Quality ', ' Engineering - Telecom/Technology ', ' Quality Control ', ' Quality Assurance ', ' Quality ', ' Engineering ', ' Computer Science ', ' Information Technology (IT) ', ' QA']"
Medical Representative ( Giza - October ),El Nahar for Medical Solutions,"Giza, Giza, Egypt",Experienced,1 - 3 Yrs of Exp,"[' Medical/Healthcare ', ' Sales/Retail ', ' Pharmaceutical ', ' Agriculture ', ' Commerce ', ' Communication ', ' Communication skills ', ' Medical ', ' Pharmacy ', ' Sales']"
IT Help Desk,Ahmed El,"Mokattam, Cairo, Egypt",Experienced,2 - 3 Yrs of Exp,"[' males_only ', ' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' IT ', ' Diagnose ', ' Help desk ', ' Information Technology (IT) ', ' Installation ', ' Communication ', ' Computer Science']"
Apex Developer,Dorra Group,"6th of October, Giza, Egypt",Experienced,2 - 3 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' APEX ', ' Computer Science ', ' Information Technology (IT) ', ' CSS ', ' JavaScript ', ' Oracle PL/SQL ', ' Oracle ', ' PL/SQL']"
Programmer & IT,shaheen communication data systems,"Cairo, Egypt",Experienced,3 - 10 Yrs of Exp,"[' Project/Program Management ', ' Travel Coordination ', ' tours ', ' Computer Science ', ' Programmer ', ' Software Development ', ' Information Technology (IT) ', ' Programming']"
Senior IT Specialist,United Group For Engineering And Investment,"Nasr City, Cairo, Egypt",Experienced,4 - 6 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' CCNA ', ' Communication ', ' Communication skills ', ' Computer Science ', ' Customer Service ', ' Information Technology (IT) ', ' Networking']"
Engineer - Electrical (ELV),AECOM,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' Engineering ', ' Information Technology (IT) ', ' Computer Science ', ' Software Development ', ' Software Engineering ', ' Computer Engineering ', ' Mechanical Engineering']"
"Systems Engr II (ICT, Airport Systems)- KSA National only - Red Sea Project","Honeywell International, Inc.","Riyadh, Saudi Arabia",Not specified,None,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' computer science ', ' sql ', ' engineering ', ' software ', ' design ', ' development']"
Senior Pipeline Engineer,John Wood Group PLC,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' Engineering ', ' Information Technology (IT) ', ' Computer Science ', ' Software Engineering ', ' Software Development ', ' Computer Engineering ', ' Mechanical Engineering']"
Senior Instrument and Control Engineer,John Wood Group PLC,"Dubai, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Quality ', ' Engineering - Telecom/Technology ', ' Quality Control ', ' Computer Science ', ' Information Technology (IT) ', ' Software Testing ', ' Quality Assurance ', ' Software Development ', ' Engineering']"
Business Analyst,DXC.technology,"Cairo, Egypt",Not specified,None,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' Business Analysis ', ' Information Technology (IT) ', ' Computer Science ', ' Analysis ', ' Software Development ', ' Software ', ' Computer Engineering']"
Graduate Process Engineer (UAE National),John Wood Group PLC,"Dubai, United Arab Emirates",Not specified,None,"[' Manufacturing/Production ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' Engineering ', ' Mechanical Engineering ', ' Production ', ' Electrical Engineering ', ' Mechatronics ', ' Industrial Engineering ', ' Information Technology (IT)']"
COMPUTED TOMOGRAPHY TECHNOLOGIST,King Faisal Specialist Hospital & Research Centre,"Riyadh, Saudi Arabia",Not specified,None,"[' Engineering - Construction/Civil/Architecture ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' computer science ', ' engineering ', ' java ', ' medical ', ' maintenance ', ' repair']"
Macro Research Analyst,Multisig Media,"Dubai, United Arab Emirates",Not specified,None,"[' Marketing/PR/Advertising ', ' Analyst/Research ', ' Media/Journalism/Publishing ', ' Research ', ' Analysis ', ' Market Research ', ' Marketing ', ' Business Administration ', ' Economics ', ' Accounting']"
SOC Analyst – Level 1- KSA,IT Security C&T,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' computer science ', ' customer service ', ' analysis ', ' engineering ', ' operations ', ' research']"
SOC Analyst Level 2,IT Security C&T,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' computer science ', ' analysis ', ' engineering ', ' analyst ', ' siem ', ' management']"
Senior Full Stack Developer (.Net Core - MVC),Dynamicslink,"Nasr City, Cairo, Egypt",Experienced,5 - 7 Yrs of Exp,"[' IT/Software Development ', ' .Net ', ' ASP.Net ', ' Computer Science ', ' CSS ', ' Information Technology (IT) ', ' JavaScript ', ' jQuery ', ' Software Development ', ' Programming']"
Designer - Landscape,Rentokil Initial plc,"Riyadh, Saudi Arabia",Not specified,None,"[' Creative/Design/Art ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Design ', ' Adobe Photoshop ', ' Graphic Design ', ' Adobe Illustrator ', ' Information Technology (IT) ', ' Computer Science ', ' Engineering']"
Security Guard,Rentokil Initial plc,"Jeddah, Saudi Arabia",Not specified,None,"[' Administration ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' computer science ', ' oracle ', ' administration ', ' security ', ' safety']"
IT Software/System Integration Coordinator,ManpowerGroup Middle East,"Dubai, United Arab Emirates",Not specified,None,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' information technology (it) ', ' computer science ', ' software development ', ' software engineering ', ' erp ', ' english ', ' maintenance']"
