jop_title,company_name,company_location,jop_exp,jop_num_exp,jop_skills
"Director, Product Development - Cross Border Payments",OA,"Dubai, United Arab Emirates",Not specified,None,"[' Business Development ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Business Development ', ' Engineering ', ' Information Technology (IT) ', ' Computer Science ', ' Sales ', ' Software Development ', ' Product Development']"
Team Leader,Rentokil Initial plc,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Sales/Retail ', ' Engineering - Telecom/Technology ', ' Sales ', ' Sales Skills ', ' Information Technology (IT) ', ' Sales Target ', ' Computer Science ', ' Customer Service ', ' Real Estate']"
Senior Oracle Apps Functional Consultant,Al Ahly capital holding,"Zamalek, Cairo, Egypt",Experienced,2 - 5 Yrs of Exp,"[' IT/Software Development ', ' Functional ', ' Computer Science ', ' Functional consultant ', ' Consultant ', ' Oracle Apps']"
"Software Engineer - (Laravel, Vue, Golang)",Our Education,"Nasr City, Cairo, Egypt",Experienced,5+ Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Software Development ', ' Software Engineering ', ' Engineering ', ' Computer Science ', ' Web Development ', ' PHP ', ' OOP']"
Senior Project Manager | Banking,Expleo,"Maadi, Cairo, Egypt",Experienced,15 - 20 Yrs of Exp,"[' IT/Software Development ', ' Project/Program Management ', ' Engineering - Telecom/Technology ', ' Banking ', ' Computer Science ', ' Information Technology (IT) ', ' Management ', ' Project ', ' PMP ', ' Project Management']"
Senior Backend Developer,??? ???????,"New Cairo, Cairo, Egypt",Experienced,3+ Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Communication skills ', ' Computer Engineering ', ' Computer Science ', ' Engineering ', ' English ', ' Information Technology (IT) ', ' Node.js ', ' Laravel']"
Senior Frontend Developer,??? ???????,"New Cairo, Cairo, Egypt",Experienced,3+ Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' React.js ', ' React ', ' Software Development ', ' Information Technology (IT) ', ' Software Engineering ', ' Vue ', ' Computer Engineering ', ' Computer Science']"
Sr. Devops Engineer,waffarha.com,"Downtown, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering ', ' DevOps ', ' AWS ', ' Software Development ', ' Linux ', ' Information Technology (IT) ', ' Python ', ' MySQL']"
Business Analyst,Aman,"6th of October, Giza, Egypt",Experienced,2 - 5 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Analysis ', ' Business Analysis ', ' Information Technology (IT) ', ' Computer Science ', ' IT ', ' SQL ', ' systems analysis ', ' Technical Writing']"
Senior Testing Engineer,Octane solutions,"Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' Accounting/Finance ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Agile ', ' Automation ', ' computer ', ' Computer Science ', ' Engineering ', ' Information Technology (IT) ', ' quality']"
"Senior Engineer, Mechanical",ADNOC (Abu Dhabi National Oil Company),"Abu Dhabi, United Arab Emirates",Not specified,None,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' Engineering ', ' Mechanical Engineering ', ' Information Technology (IT) ', ' Computer Science ', ' Software Engineering ', ' Electrical Engineering ', ' Software Development']"
Manager – Business Support,ADCB Abu Dhabi Commercial Bank,"Abu Dhabi, United Arab Emirates",Not specified,None,"[' Business Development ', ' Customer Service/Support ', ' Sales/Retail ', ' Business Development ', ' Sales ', ' Sales Skills ', ' Customer Support ', ' Customer Service ', ' Customer Care ', ' Marketing']"
Manpower Administration Specialist,Professional Recruitment,"Riyadh, Saudi Arabia",Not specified,None,"[' Administration ', ' Human Resources ', ' IT/Software Development ', ' Administration ', ' Microsoft Office ', ' Admin ', ' Office Management ', ' Business Administration ', ' English ', ' Information Technology (IT)']"
Senior Full Stack developer (.Net & Angular),GS,"Cairo, Egypt",Experienced,4 - 6 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' .Net ', ' ASP.Net ', ' Computer Science ', ' Engineering ', ' Information Technology (IT) ', ' JavaScript ', ' Software Development ', ' Software']"
KYC Compliance Analyst (Mandarin Speaking),Charterhouse Middle East,"Dubai, United Arab Emirates",Not specified,None,"[' Accounting/Finance ', ' IT/Software Development ', ' Analyst/Research ', ' finance ', ' accounting ', ' information technology (it) ', ' computer science ', ' analysis ', ' research ', ' kyc']"
R&D / Flavorist Specialist,Nature's Rule Egypt LLC,"Badr City, Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' R&D/Science ', ' Analyst/Research ', ' Pharmaceutical ', ' Pharmacy ', ' Research ', ' Science ', ' R&D']"
Senior Software Tester,qTech.,"Mansoura, Dakahlia, Egypt",Experienced,3+ Yrs of Exp,"[' IT/Software Development ', ' Quality ', ' Engineering - Telecom/Technology ', ' Engineering ', ' Project Management ', ' Information Systems ', ' Information Technology (IT) ', ' Computer Science ', ' Computer Engineering ', ' Software']"
Software Tester,qTech.,"Mansoura, Dakahlia, Egypt",Experienced,1+ Yrs of Exp,"[' IT/Software Development ', ' Quality ', ' Engineering - Telecom/Technology ', ' Quality Assurance ', ' Quality Control ', ' Engineering ', ' Quality ', ' SQL ', ' Zephyr ', ' Testing']"
HR Consultant,Oracle,"Kuwait City, Kuwait",Not specified,None,"[' Human Resources ', ' IT/Software Development ', ' Strategy/Consulting ', ' Human Resources (HR) ', ' Consulting ', ' Information Technology (IT) ', ' Microsoft Office ', ' Business ', ' Computer Science ', ' ERP']"
Site Reliability Engineer Specialist - SWDC,Giza Arabia Systems,"Cairo, Egypt",Not specified,None,"[' Engineering - Construction/Civil/Architecture ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering ', ' AWS ', ' Computer Science ', ' DevOps ', ' Information Technology (IT) ', ' Ansible ', ' Python']"
Senior Piping Designer,Wood,"Dubai, United Arab Emirates",Not specified,None,"[' Creative/Design/Art ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Design ', ' Adobe Photoshop ', ' Adobe Illustrator ', ' Graphic Design ', ' Adobe Indesign ', ' Information Technology (IT) ', ' Computer Science']"
Information Security Senior Supervisor,Xceed Contact Center,"Maadi, Cairo, Egypt",Experienced,5 - 6 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' CISSP ', ' CISM ', ' Computer Engineering ', ' Computer Science ', ' Information Security ', ' Information Technology (IT) ', ' Security ', ' Software']"
Sales Specialist (IT Solutions),Injaz Tech for advanced systems,"Heliopolis, Cairo, Egypt",Experienced,3 - 4 Yrs of Exp,"[' IT/Software Development ', ' Sales/Retail ', ' Engineering - Telecom/Technology ', ' Sales ', ' account manager ', ' Sales Target ', ' IT ', ' Business Administration ', ' Communication ', ' sales skills']"
Senior Technical Manager - Enterprise Resource Planning (ERP) System,Confidential,"6th of October, Giza, Egypt",Experienced,3 - 7 Yrs of Exp,"[' Business Development ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Azure ', ' Computer Science ', ' developer ', ' Engineering ', ' ERP System ', ' Information Technology (IT) ', ' ERP']"
"Manager, Regulatory Compliance & Assurance",Al Hilal Bank,"Abu Dhabi, United Arab Emirates",Not specified,None,"[' Accounting/Finance ', ' Legal ', ' Pharmaceutical ', ' Compliance ', ' Accounting ', ' Finance ', ' Regulatory Affairs ', ' Legal ', ' Microsoft Office ', ' Pharmacy']"
Group IT Manager,TEPCO S.A.E.,"6th of October, Giza, Egypt",Experienced,10 - 20 Yrs of Exp,"[' IT/Software Development ', ' Information Technology (IT) ', ' Networking ', ' Project Management ', ' SAP ', ' Active Directory ', ' AWS ', ' Communication ', ' Cisco ', ' Computer Engineering']"
SOC Analyst,Link Datacenter,"Giza, Egypt",Experienced,0 - 1 Yrs of Exp,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' Computer Science ', ' CEH ', ' Information Technology (IT) ', ' Security Operations ', ' Security ', ' SIEM ', ' SOC']"
Product Manager,Marn,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Marketing/PR/Advertising ', ' Sales/Retail ', ' Product Management ', ' Marketing ', ' Sales ', ' Information Technology (IT) ', ' Computer Science ', ' Project Management ', ' Sales Skills']"
Junior Web Developer - Full Stack,EEC Group,"Sheraton, Cairo, Egypt",Experienced,1 - 3 Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Computer Science ', ' Information Technology (IT) ', ' jQuery ', ' PHP ', ' Software Development ', ' Web Development ', ' HTML ', ' JavaScript']"
System Analyst,IT Pillars,"Nasr City, Cairo, Egypt",Experienced,2 - 4 Yrs of Exp,"[' IT/Software Development ', ' Analyst/Research ', ' Engineering - Telecom/Technology ', ' business ', ' Business Analysis ', ' Analysis ', ' Communication skills ', ' Computer Science ', ' Development ', ' Software Development']"
"Manager, Enterprise Asset Management - Supply Chain & Operations",Ernst & Young,"Doha, Qatar",Experienced,IT/Software Development,"[' Sales/Retail ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Customer Service ', ' Sales ', ' Sales Skills ', ' Accounting ', ' Customer Care']"
MATERIALS ENGINEER,Air Products (Middle East) FZE,"Riyadh, Saudi Arabia",Not specified,None,"[' Engineering - Construction/Civil/Architecture ', ' Manufacturing/Production ', ' Engineering - Mechanical/Electrical ', ' Engineering ', ' Mechanical Engineering ', ' Production ', ' Manufacturing ', ' Sales ', ' Civil Engineering ', ' Construction']"
Operations Manager,MTI Agri,"Altall Alkabir, Ismailia, Egypt",Experienced,5 - 10 Yrs of Exp,"[' R&D/Science ', ' Other ', ' excel ', ' Management ', ' Operations ', ' Reporting ', ' Skills ', ' Planning ', ' Analysis ', ' quality']"
IT Engineer,SE Wiring Systems EGYPT,"6th of October, Giza, Egypt",Experienced,0 - 2 Yrs of Exp,"[' males_only ', ' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Computer Science ', ' Information Technology (IT) ', ' Software Development ', ' Engineering ', ' English ', ' Computer ', ' Communication Skills']"
Application Support Officer,Global Academic Foundation Hosting University of Hertfordshire UH,"New Capital, Cairo, Egypt",Experienced,3 - 5 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Computer Science ', ' Development ', ' Information Technology (IT) ', ' Database ', ' SQL ', ' Telecom Engineering ', ' Software Development']"
Network Technical Support,IT Pillars,"Nasr City, Cairo, Egypt",Experienced,1 - 2 Yrs of Exp,"[' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Software Development ', ' Technical Support ', ' IT Support ', ' Networks ', ' Customer Service ', ' Customer Care']"
Security Engineer (6th of October),El,"6th of October, Giza, Egypt",Experienced,2 - 4 Yrs of Exp,"[' males_only ', ' Installation/Maintenance/Repair ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' CCNA ', ' Communication ', ' computer ', ' Computer Science ', ' Engineering ', ' Hardware ', ' Information Technology (IT)']"
Business Analyst - Multinational Company,Pillars,"Cairo, Egypt",Experienced,3+ Yrs of Exp,"[' Business Development ', ' IT/Software Development ', ' Analyst/Research ', ' Analysis ', ' business ', ' Business Analysis ', ' Information Technology (IT) ', ' Data Analysis ', ' English ', ' Management']"
Project Management Officer PMO,Thales e,"Abu Dhabi, United Arab Emirates",Not specified,None,"[' Engineering - Construction/Civil/Architecture ', ' IT/Software Development ', ' Project/Program Management ', ' Project Management ', ' PMO ', ' Computer Science ', ' Information Technology (IT) ', ' Civil Engineering ', ' Communication Skills ', ' Engineering']"
Healthcare Senior Presales Consultant,Giza Arabia,"Riyadh, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Sales/Retail ', ' Engineering - Telecom/Technology ', ' Sales ', ' Information Technology (IT) ', ' Computer Science ', ' Sales Skills ', ' Presales ', ' Engineering ', ' RFP']"
Health Information Specialist - Coding,Eastern Health Cluster,"Dammam, Saudi Arabia",Not specified,None,"[' IT/Software Development ', ' Quality ', ' Engineering - Telecom/Technology ', ' Information Technology (IT) ', ' Computer Science ', ' Engineering ', ' Quality ', ' Quality Control ', ' Quality Assurance ', ' HSE']"
Corrosion Engineer II,Yanbu Aramco Sinopec Refining Company (YASREF),"Yanbu, Saudi Arabia",Not specified,None,"[' Customer Service/Support ', ' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering ', ' Information Technology (IT) ', ' Computer Science ', ' Telecommunication ', ' SQL ', ' .NET ', ' Software Engineering']"
Project Coordinator - BC,Giza Arabia,"Riyadh, Saudi Arabia",Not specified,None,"[' Administration ', ' IT/Software Development ', ' Project/Program Management ', ' Project Management ', ' Administration ', ' Microsoft Office ', ' Project Coordination ', ' Information Technology (IT) ', ' Engineering ', ' Localization']"
Senior Mechanical Engineer - Shuaibah Cluster,NOMAC,"Riyadh, Saudi Arabia",Experienced,10+ Yrs of Exp,"[' IT/Software Development ', ' Engineering - Telecom/Technology ', ' Engineering - Mechanical/Electrical ', ' Engineering ', ' Mechanical Engineering ', ' Information Technology (IT) ', ' Computer Science ', ' Software Engineering ', ' Electrical Engineering ', ' Software Development']"
Senior Technical Safety Engineer,Wood,"Dubai, United Arab Emirates",Not specified,None,"[' Engineering - Construction/Civil/Architecture ', ' IT/Software Development ', ' Engineering - Mechanical/Electrical ', ' Engineering ', ' Technical Office ', ' AutoCAD ', ' Civil Engineering ', ' Architecture ', ' Electrical Engineering ', ' Microsoft Office']"
Information Technology Project Manager,Confidential,"Riyadh, Saudi Arabia",Experienced,4 - 10 Yrs of Exp,"[' IT/Software Development ', ' Project/Program Management ', ' Information Technology (IT) ', ' Computer Science ', ' Data ', ' DNS ', ' Cisco ', ' Project Management ', ' Management ', ' Engineering']"
